"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"06/08/2020","53","PM2.5","Rockwell","37-159-0021","AQS"
"06/09/2020","38","PM2.5","Remount","37-119-0045","AQS"
"06/10/2020","29","PM2.5","Remount","37-119-0045","AQS"
"06/11/2020","40","Ozone","University Meadows","37-119-0046","AQS"
"06/12/2020","50","Ozone","Garinger High School","37-119-0041","AQS"
"06/13/2020","47","Ozone","Crouse","37-109-0004","AQS"
"06/14/2020","45","Ozone","Crouse","37-109-0004","AQS"
"06/15/2020","37","Ozone","Garinger High School","37-119-0041","AQS"
"06/16/2020","33","Ozone","Rockwell","37-159-0021","AQS"
"06/17/2020","31","Ozone","Rockwell","37-159-0021","AQS"
"06/18/2020","34","Ozone","University Meadows","37-119-0046","AQS"
"06/19/2020","42","Ozone","University Meadows","37-119-0046","AQS"
"06/20/2020","46","PM2.5","Friendship Park","37-119-0048","AQS"
"06/21/2020","67","Ozone","University Meadows","37-119-0046","AQS"
"06/22/2020","50","Ozone","Rockwell","37-159-0021","AQS"
"06/23/2020","31","Ozone","Rockwell","37-159-0021","AQS"
"06/24/2020","58","Ozone","University Meadows","37-119-0046","AQS"
"06/25/2020","45","Ozone","University Meadows","37-119-0046","AQS"
"06/26/2020","58","Ozone","Rockwell","37-159-0021","AQS"
"06/27/2020","96","PM2.5","Remount","37-119-0045","AQS"
"06/28/2020","84","PM2.5","Rockwell","37-159-0021","AQS"
"06/29/2020","41","Ozone","Monroe School","37-179-0003","AQS"
"06/30/2020","47","PM2.5","Remount","37-119-0045","AQS"
"07/01/2020","45","Ozone","University Meadows","37-119-0046","AQS"
"07/02/2020","61","Ozone","Garinger High School","37-119-0041","AQS"
"07/03/2020","58","PM2.5","Remount","37-119-0045","AQS"
"07/04/2020","112","PM2.5","Garinger High School","37-119-0041","AQS"
"07/05/2020","112","PM2.5","Garinger High School","37-119-0041","AQS"
"07/06/2020","40","PM2.5","Rockwell","37-159-0021","AQS"
"07/07/2020","30","PM2.5","Remount","37-119-0045","AQS"
"07/08/2020","35","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"07/09/2020","34","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"07/10/2020","48","Ozone","Garinger High School","37-119-0041","AQS"
"07/11/2020","47","Ozone","University Meadows","37-119-0046","AQS"
"07/12/2020","64","Ozone","University Meadows","37-119-0046","AQS"
"07/13/2020","87","Ozone","Garinger High School","37-119-0041","AQS"
"07/14/2020","87","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"07/15/2020","71","Ozone","Crouse","37-109-0004","AQS"
"07/16/2020","46","PM2.5","Remount","37-119-0045","AQS"
"07/17/2020","71","Ozone","Rockwell","37-159-0021","AQS"
"07/18/2020","50","Ozone","Rockwell","37-159-0021","AQS"
"07/19/2020","49","PM2.5","Rockwell","37-159-0021","AQS"
"07/20/2020","49","PM2.5","Remount","37-119-0045","AQS"
"07/21/2020","45","Ozone","Rockwell","37-159-0021","AQS"
"07/22/2020","44","Ozone","Rockwell","37-159-0021","AQS"
"07/23/2020","42","Ozone","Rockwell","37-159-0021","AQS"
"07/24/2020","41","Ozone","Garinger High School","37-119-0041","AQS"
"07/25/2020","42","Ozone","Garinger High School","37-119-0041","AQS"
"07/26/2020","40","Ozone","University Meadows","37-119-0046","AQS"
"07/27/2020","61","Ozone","Garinger High School","37-119-0041","AQS"
"07/28/2020","61","Ozone","University Meadows","37-119-0046","AQS"
"07/29/2020","44","Ozone","University Meadows","37-119-0046","AQS"
"07/30/2020","37","Ozone","University Meadows","37-119-0046","AQS"
"07/31/2020","42","PM2.5","Rockwell","37-159-0021","AQS"
"08/01/2020","43","PM2.5","Friendship Park","37-119-0048","AQS"
"08/02/2020","54","PM2.5","Remount","37-119-0045","AQS"
"08/03/2020","35","PM2.5","Rockwell","37-159-0021","AQS"
"08/04/2020","42","Ozone","Rockwell","37-159-0021","AQS"
"08/05/2020","46","Ozone","Crouse","37-109-0004","AQS"
"08/06/2020","38","PM2.5","Remount","37-119-0045","AQS"
"08/07/2020","44","Ozone","University Meadows","37-119-0046","AQS"
"08/08/2020","64","Ozone","University Meadows","37-119-0046","AQS"
"08/09/2020","54","Ozone","Garinger High School","37-119-0041","AQS"
"08/10/2020","90","Ozone","University Meadows","37-119-0046","AQS"
"08/11/2020","54","Ozone","Garinger High School","37-119-0041","AQS"
"08/12/2020","48","PM2.5","Remount","37-119-0045","AQS"
"08/13/2020","40","Ozone","Crouse","37-109-0004","AQS"
"08/14/2020","44","PM2.5","Remount","37-119-0045","AQS"
"08/15/2020","33","PM2.5","Rockwell","37-159-0021","AQS"
"08/16/2020","33","Ozone","Rockwell","37-159-0021","AQS"
"08/17/2020","41","Ozone","Rockwell","37-159-0021","AQS"
"08/18/2020","49","Ozone","Garinger High School","37-119-0041","AQS"
"08/19/2020","51","PM2.5","Remount","37-119-0045","AQS"
"08/20/2020","43","PM2.5","Remount","37-119-0045","AQS"
"08/21/2020","32","PM2.5","Remount","37-119-0045","AQS"
"08/22/2020","34","Ozone","University Meadows","37-119-0046","AQS"
"08/23/2020","38","PM2.5","Rockwell","37-159-0021","AQS"
"08/24/2020","35","PM2.5","Remount","37-119-0045","AQS"
"08/25/2020","32","Ozone","Rockwell","37-159-0021","AQS"
"08/26/2020","71","Ozone","Garinger High School","37-119-0041","AQS"
"08/27/2020","53","PM2.5","Remount","37-119-0045","AQS"
"08/28/2020","48","PM2.5","Rockwell","37-159-0021","AQS"
"08/29/2020","27","PM2.5","Remount","37-119-0045","AQS"
"08/30/2020","47","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"08/31/2020","37","PM2.5","Remount","37-119-0045","AQS"
"09/01/2020","49","PM2.5","Remount","37-119-0045","AQS"
"09/02/2020","44","PM2.5","Rockwell","37-159-0021","AQS"
"09/03/2020","65","PM2.5","Garinger High School","37-119-0041","AQS"
"09/04/2020","51","PM2.5","Rockwell","37-159-0021","AQS"
"09/05/2020","44","Ozone","Garinger High School","37-119-0041","AQS"
"09/06/2020","44","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"09/07/2020","49","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"09/08/2020","42","PM2.5","Remount","37-119-0045","AQS"
"09/09/2020","31","PM2.5","Remount","37-119-0045","AQS"
"09/10/2020","25","Ozone","Rockwell","37-159-0021","AQS"
"09/11/2020","43","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"09/12/2020","23","PM2.5","Remount","37-119-0045","AQS"
"09/13/2020","32","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"09/14/2020","38","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"09/15/2020","40","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"09/16/2020","40","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"09/17/2020","24","Ozone","Crouse","37-109-0004","AQS"
"09/18/2020","34","Ozone","Rockwell","37-159-0021","AQS"
"09/19/2020","31","Ozone","Rockwell","37-159-0021","AQS"
"09/20/2020","37","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"09/21/2020","39","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"09/22/2020","42","Ozone","University Meadows","37-119-0046","AQS"
"09/23/2020","45","Ozone","Garinger High School","37-119-0041","AQS"
"09/24/2020","49","PM2.5","Remount","37-119-0045","AQS"
"09/25/2020","33","PM2.5","Remount","37-119-0045","AQS"
"09/26/2020","28","PM2.5","Garinger High School","37-119-0041","AQS"
"09/27/2020","33","PM2.5","Garinger High School","37-119-0041","AQS"
"09/28/2020","33","PM2.5","Remount","37-119-0045","AQS"
"09/29/2020","22","Ozone","Rockwell","37-159-0021","AQS"
"09/30/2020","32","Ozone","University Meadows","37-119-0046","AQS"
"10/01/2020","38","Ozone","Rockwell","37-159-0021","AQS"
"10/02/2020","41","Ozone","Not Available","45-091-8801","AQS"
"10/03/2020","36","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"10/04/2020","51","PM2.5","Rockwell","37-159-0021","AQS"
"10/05/2020","48","PM2.5","Remount","37-119-0045","AQS"
"10/06/2020","53","PM2.5","Remount","37-119-0045","AQS"
"10/07/2020","52","PM2.5","Rockwell","37-159-0021","AQS"
"10/08/2020","61","Ozone","University Meadows","37-119-0046","AQS"
"10/09/2020","53","PM2.5","Remount","37-119-0045","AQS"
"10/10/2020","55","PM2.5","Friendship Park","37-119-0048","AQS"
"10/11/2020","26","Ozone","Rockwell","37-159-0021","AQS"
"10/12/2020","29","PM2.5","Garinger High School","37-119-0041","AQS"
"10/13/2020","34","Ozone","Rockwell","37-159-0021","AQS"
"10/14/2020","39","Ozone","Crouse","37-109-0004","AQS"
"10/15/2020","48","PM2.5","Rockwell","37-159-0021","AQS"
"10/16/2020","38","Ozone","Rockwell","37-159-0021","AQS"
"10/17/2020","38","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"10/18/2020","43","PM2.5","Garinger High School","37-119-0041","AQS"
"10/19/2020","50","PM2.5","Remount","37-119-0045","AQS"
"10/20/2020","53","PM2.5","Remount","37-119-0045","AQS"
"10/21/2020","44","PM2.5","Remount","37-119-0045","AQS"
"10/22/2020","40","PM2.5","Remount","37-119-0045","AQS"
"10/23/2020","41","PM2.5","Garinger High School","37-119-0041","AQS"
"10/24/2020","45","PM2.5","Garinger High School","37-119-0041","AQS"
"10/25/2020","23","PM2.5","Rockwell","37-159-0021","AQS"
"10/26/2020","22","Ozone","University Meadows","37-119-0046","AQS"
"10/27/2020","35","PM2.5","Rockwell","37-159-0021","AQS"
"10/28/2020","44","PM2.5","Remount","37-119-0045","AQS"
"10/29/2020","27","PM2.5","Rockwell","37-159-0021","AQS"
"10/30/2020","34","Ozone","Not Available","45-091-8801","AQS"
"10/31/2020","33","PM2.5","Rockwell","37-159-0021","AQS"
"11/01/2020","35","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"11/02/2020","40","PM2.5","Garinger High School","37-119-0041","AQS"
"11/03/2020","34","Ozone","Rockwell","37-159-0021","AQS"
"11/04/2020","56","PM2.5","Remount","37-119-0045","AQS"
"11/05/2020","60","PM2.5","Remount","37-119-0045","AQS"
"11/06/2020","55","PM2.5","Remount","37-119-0045","AQS"
"11/07/2020","54","PM2.5","Rockwell","37-159-0021","AQS"
"11/08/2020","53","PM2.5","Rockwell","37-159-0021","AQS"
"11/09/2020","33","PM2.5","Remount","37-119-0045","AQS"
"11/10/2020","35","PM2.5","Rockwell","37-159-0021","AQS"
"11/11/2020","23","PM2.5","Rockwell","37-159-0021","AQS"
"11/12/2020","25","Ozone","Rockwell","37-159-0021","AQS"
"11/13/2020","29","PM2.5","Remount","37-119-0045","AQS"
"11/14/2020","44","PM2.5","Remount","37-119-0045","AQS"
"11/15/2020","47","PM2.5","Rockwell","37-159-0021","AQS"
"11/16/2020","34","Ozone","Rockwell","37-159-0021","AQS"
"11/17/2020","35","Ozone","Rockwell","37-159-0021","AQS"
"11/18/2020","40","PM2.5","Not Available","45-091-8801","AQS"
"11/19/2020","51","PM2.5","Garinger High School","37-119-0041","AQS"
"11/20/2020","54","PM2.5","Garinger High School","37-119-0041","AQS"
"11/21/2020","70","PM2.5","Not Available","45-091-8801","AQS"
"11/22/2020","70","PM2.5","Rockwell","37-159-0021","AQS"
"11/23/2020","32","Ozone","Rockwell","37-159-0021","AQS"
"11/24/2020","40","PM2.5","Remount","37-119-0045","AQS"
"11/25/2020","56","PM2.5","Rockwell","37-159-0021","AQS"
"11/26/2020","42","PM2.5","Friendship Park","37-119-0048","AQS"
"11/27/2020","41","PM2.5","Garinger High School","37-119-0041","AQS"
"11/28/2020","64","PM2.5","Rockwell","37-159-0021","AQS"
"11/29/2020","56","PM2.5","Remount","37-119-0045","AQS"
"11/30/2020","26","Ozone","Rockwell","37-159-0021","AQS"
"12/01/2020","26","Ozone","Rockwell","37-159-0021","AQS"
"12/02/2020","37","PM2.5","Remount","37-119-0045","AQS"
"12/03/2020","53","PM2.5","Remount","37-119-0045","AQS"
"12/04/2020","43","PM2.5","Rockwell","37-159-0021","AQS"
"12/05/2020","33","Ozone","Rockwell","37-159-0021","AQS"
"12/06/2020","70","PM2.5","Garinger High School","37-119-0041","AQS"
"12/07/2020","53","PM2.5","Remount","37-119-0045","AQS"
"12/08/2020","32","PM2.5","Remount","37-119-0045","AQS"
"12/09/2020","51","PM2.5","Remount","37-119-0045","AQS"
"12/10/2020","52","PM2.5","Remount","37-119-0045","AQS"
"12/11/2020","63","PM2.5","Remount","37-119-0045","AQS"
"12/12/2020","60","PM2.5","Remount","37-119-0045","AQS"
"12/13/2020","51","PM2.5","Garinger High School","37-119-0041","AQS"
"12/14/2020","30","Ozone","Rockwell","37-159-0021","AQS"
"12/15/2020","32","PM2.5","Remount","37-119-0045","AQS"
"12/16/2020","22","Ozone","Rockwell","37-159-0021","AQS"
"12/17/2020","27","PM2.5","Friendship Park","37-119-0048","AQS"
"12/18/2020","30","PM2.5","Remount","37-119-0045","AQS"
"12/19/2020","53","PM2.5","Remount","37-119-0045","AQS"
"12/20/2020","55","PM2.5","Remount","37-119-0045","AQS"
"12/21/2020","44","PM2.5","Remount","37-119-0045","AQS"
"12/22/2020","32","Ozone","Rockwell","37-159-0021","AQS"
"12/23/2020","40","PM2.5","Remount","37-119-0045","AQS"
"12/24/2020","31","Ozone","Rockwell","37-159-0021","AQS"
"12/25/2020","31","Ozone","Rockwell","37-159-0021","AQS"
"12/26/2020","31","PM2.5","Garinger High School","37-119-0041","AQS"
"12/27/2020","54","PM2.5","Rockwell","37-159-0021","AQS"
"12/28/2020","43","PM2.5","Rockwell","37-159-0021","AQS"
"12/29/2020","48","PM2.5","Remount","37-119-0045","AQS"
"12/30/2020","49","PM2.5","Remount","37-119-0045","AQS"
"12/31/2020","62","PM2.5","Remount","37-119-0045","AQS"
"01/01/2021","33","PM2.5","Remount","37-119-0045","AQS"
"01/02/2021","28","PM2.5","Rockwell","37-159-0021","AQS"
"01/03/2021","35","PM2.5","Remount","37-119-0045","AQS"
"01/04/2021","24","Ozone","Garinger High School","37-119-0041","AQS"
"01/05/2021","30","PM2.5","Garinger High School","37-119-0041","AQS"
"01/06/2021","29","Ozone","Garinger High School","37-119-0041","AQS"
"01/07/2021","37","PM2.5","Remount","37-119-0045","AQS"
"01/08/2021","42","PM2.5","Remount","37-119-0045","AQS"
"01/09/2021","36","PM2.5","Remount","37-119-0045","AQS"
"01/10/2021","45","PM2.5","Remount","37-119-0045","AQS"
"01/11/2021","61","PM2.5","Remount","37-119-0045","AQS"
"01/12/2021","51","PM2.5","Remount","37-119-0045","AQS"
"01/13/2021","51","PM2.5","Remount","37-119-0045","AQS"
"01/14/2021","56","PM2.5","Rockwell","37-159-0021","AQS"
"01/15/2021","53","PM2.5","Remount","37-119-0045","AQS"
"01/16/2021","28","PM2.5","Friendship Park","37-119-0048","AQS"
"01/17/2021","27","Ozone","Rockwell","37-159-0021","AQS"
"01/18/2021","32","Ozone","Garinger High School","37-119-0041","AQS"
"01/19/2021","32","PM2.5","Garinger High School","37-119-0041","AQS"
"01/20/2021","36","Ozone","Rockwell","37-159-0021","AQS"
"01/21/2021","43","PM2.5","Rockwell","37-159-0021","AQS"
"01/22/2021","36","PM2.5","Garinger High School","37-119-0041","AQS"
"01/23/2021","51","PM2.5","Not Available","45-091-8801","AQS"
"01/24/2021","48","PM2.5","Rockwell","37-159-0021","AQS"
"01/25/2021","45","PM2.5","Remount","37-119-0045","AQS"
"01/26/2021","37","PM2.5","Remount","37-119-0045","AQS"
"01/27/2021","31","PM2.5","Remount","37-119-0045","AQS"
"01/28/2021","34","Ozone","Rockwell","37-159-0021","AQS"
"01/29/2021","34","Ozone","Rockwell","37-159-0021","AQS"
"01/30/2021","52","PM2.5","Remount","37-119-0045","AQS"
"01/31/2021","32","PM2.5","Friendship Park","37-119-0048","AQS"
"02/01/2021","28","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"02/02/2021","37","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"02/03/2021","40","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"02/04/2021","43","NO2","Remount","37-119-0045","AQS"
"02/05/2021","48","PM2.5","Remount","37-119-0045","AQS"
"02/06/2021","33","Ozone","Garinger High School","37-119-0041","AQS"
"02/07/2021","36","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"02/08/2021","36","Ozone","Rockwell","37-159-0021","AQS"
"02/09/2021","45","PM2.5","Remount","37-119-0045","AQS"
"02/10/2021","62","PM2.5","Remount","37-119-0045","AQS"
"02/11/2021","60","PM2.5","Remount","37-119-0045","AQS"
"02/12/2021","27","PM2.5","Remount","37-119-0045","AQS"
"02/13/2021","26","Ozone","Rockwell","37-159-0021","AQS"
"02/14/2021","27","Ozone","Rockwell","37-159-0021","AQS"
"02/15/2021","24","PM2.5","Remount","37-119-0045","AQS"
"02/16/2021","29","Ozone","Rockwell","37-159-0021","AQS"
"02/17/2021","38","PM2.5","Remount","37-119-0045","AQS"
"02/18/2021","27","Ozone","Rockwell","37-159-0021","AQS"
"02/19/2021","26","Ozone","Garinger High School","37-119-0041","AQS"
"02/20/2021","41","PM2.5","Not Available","45-091-8801","AQS"
"02/21/2021","42","Ozone","Rockwell","37-159-0021","AQS"
"02/22/2021","31","Ozone","Rockwell","37-159-0021","AQS"
"02/23/2021","40","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"02/24/2021","51","PM2.5","Remount","37-119-0045","AQS"
"02/25/2021","58","Ozone","Garinger High School","37-119-0041","AQS"
"02/26/2021","38","PM2.5","Remount","37-119-0045","AQS"
"02/27/2021","36","PM2.5","Friendship Park","37-119-0048","AQS"
"02/28/2021","52","PM2.5","Remount","37-119-0045","AQS"
"03/01/2021","34","Ozone","Rockwell","37-159-0021","AQS"
"03/02/2021","34","Ozone","Crouse","37-109-0004","AQS"
"03/03/2021","44","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"03/04/2021","47","Ozone","Not Available","45-091-8801","AQS"
"03/05/2021","41","Ozone","Crouse","37-109-0004","AQS"
"03/06/2021","43","Ozone","Not Available","45-091-8801","AQS"
"03/07/2021","46","Ozone","Not Available","45-091-8801","AQS"
"03/08/2021","53","PM2.5","Remount","37-119-0045","AQS"
"03/09/2021","69","PM2.5","Not Available","45-091-8801","AQS"
"03/10/2021","77","PM2.5","Not Available","45-091-8801","AQS"
"03/11/2021","54","PM2.5","Not Available","45-091-8801","AQS"
"03/12/2021","54","PM2.5","Remount","37-119-0045","AQS"
"03/13/2021","40","Ozone","Crouse","37-109-0004","AQS"
"03/14/2021","44","PM2.5","Rockwell","37-159-0021","AQS"
"03/15/2021","43","Ozone","Not Available","45-091-8801","AQS"
"03/16/2021","34","PM2.5","Remount","37-119-0045","AQS"
"03/17/2021","63","PM2.5","Friendship Park","37-119-0048","AQS"
"03/18/2021","38","PM2.5","Remount","37-119-0045","AQS"
"03/19/2021","38","Ozone","Rockwell","37-159-0021","AQS"
"03/20/2021","44","Ozone","Not Available","45-091-8801","AQS"
"03/21/2021","44","Ozone","Crouse","37-109-0004","AQS"
"03/22/2021","46","Ozone","Not Available","45-091-8801","AQS"
"03/23/2021","40","Ozone","Crouse","37-109-0004","AQS"
"03/24/2021","47","PM2.5","Remount","37-119-0045","AQS"
"03/25/2021","51","PM2.5","Remount","37-119-0045","AQS"
"03/26/2021","48","PM2.5","Friendship Park","37-119-0048","AQS"
"03/27/2021","42","PM2.5","Friendship Park","37-119-0048","AQS"
"03/28/2021","36","Ozone","Crouse","37-109-0004","AQS"
"03/29/2021","47","Ozone","Not Available","45-091-8801","AQS"
"03/30/2021","49","Ozone","Crouse","37-109-0004","AQS"
"03/31/2021","35","PM2.5","Remount","37-119-0045","AQS"
"04/01/2021","44","Ozone","Not Available","45-091-8801","AQS"
"04/02/2021","41","Ozone","Crouse","37-109-0004","AQS"
"04/03/2021","47","Ozone","Monroe School","37-179-0003","AQS"
"04/04/2021","60","PM2.5","Not Available","45-091-8801","AQS"
"04/05/2021","90","Ozone","Garinger High School","37-119-0041","AQS"
"04/06/2021","90","Ozone","Monroe School","37-179-0003","AQS"
"04/07/2021","97","Ozone","Monroe School","37-179-0003","AQS"
"04/08/2021","81","PM2.5","Not Available","45-091-8801","AQS"
"04/09/2021","60","PM2.5","Not Available","45-091-8801","AQS"
"04/10/2021","43","PM2.5","Remount","37-119-0045","AQS"
"04/11/2021","45","Ozone","Rockwell","37-159-0021","AQS"
"04/12/2021","61","Ozone","Monroe School","37-179-0003","AQS"
"04/13/2021","61","Ozone","Monroe School","37-179-0003","AQS"
"04/14/2021","64","Ozone","Rockwell","37-159-0021","AQS"
"04/15/2021","46","Ozone","Monroe School","37-179-0003","AQS"
"04/16/2021","44","Ozone","University Meadows","37-119-0046","AQS"
"04/17/2021","46","Ozone","University Meadows","37-119-0046","AQS"
"04/18/2021","48","Ozone","Garinger High School","37-119-0041","AQS"
"04/19/2021","49","Ozone","Not Available","45-091-8801","AQS"
"04/20/2021","52","PM2.5","Remount","37-119-0045","AQS"
"04/21/2021","47","Ozone","Monroe School","37-179-0003","AQS"
"04/22/2021","47","Ozone","Monroe School","37-179-0003","AQS"
"04/23/2021","51","Ozone","Rockwell","37-159-0021","AQS"
"04/24/2021","49","PM2.5","Remount","37-119-0045","AQS"
"04/25/2021","45","Ozone","Not Available","45-091-8801","AQS"
"04/26/2021","80","Ozone","Garinger High School","37-119-0041","AQS"
"04/27/2021","51","Ozone","Monroe School","37-179-0003","AQS"
"04/28/2021","49","Ozone","Rockwell","37-159-0021","AQS"
"04/29/2021","50","PM2.5","Friendship Park","37-119-0048","AQS"
"04/30/2021","49","Ozone","Monroe School","37-179-0003","AQS"
"05/01/2021","71","Ozone","Crouse","37-109-0004","AQS"
"05/02/2021","47","PM2.5","Remount","37-119-0045","AQS"
"05/03/2021","35","PM2.5","Remount","37-119-0045","AQS"
"05/04/2021","31","Ozone","Monroe School","37-179-0003","AQS"
"05/05/2021","45","Ozone","University Meadows","37-119-0046","AQS"
"05/06/2021","46","Ozone","University Meadows","37-119-0046","AQS"
"05/07/2021","46","Ozone","Crouse","37-109-0004","AQS"
"05/08/2021","48","Ozone","Crouse","37-109-0004","AQS"
"05/09/2021","51","Ozone","Monroe School","37-179-0003","AQS"
"05/10/2021","47","Ozone","Crouse","37-109-0004","AQS"
"05/11/2021","47","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"05/12/2021","34","Ozone","Crouse","37-109-0004","AQS"
"05/13/2021","44","Ozone","Crouse","37-109-0004","AQS"
"05/14/2021","47","Ozone","Garinger High School","37-119-0041","AQS"
"05/15/2021","61","Ozone","Garinger High School","37-119-0041","AQS"
"05/16/2021","61","PM2.5","Rockwell","37-159-0021","AQS"
"05/17/2021","61","Ozone","Crouse","37-109-0004","AQS"
"05/18/2021","54","Ozone","Garinger High School","37-119-0041","AQS"
"05/19/2021","80","Ozone","Crouse","37-109-0004","AQS"
"05/20/2021","87","Ozone","Crouse","37-109-0004","AQS"
"05/21/2021","97","Ozone","Crouse","37-109-0004","AQS"
"05/22/2021","80","Ozone","Monroe School","37-179-0003","AQS"
"05/23/2021","87","Ozone","Monroe School","37-179-0003","AQS"
"05/24/2021","101","Ozone","Monroe School","37-179-0003","AQS"
"05/25/2021","97","Ozone","Crouse","37-109-0004","AQS"
"05/26/2021","77","Ozone","Rockwell","37-159-0021","AQS"
"05/27/2021","74","Ozone","University Meadows","37-119-0046","AQS"
"05/28/2021","52","PM2.5","Friendship Park","37-119-0048","AQS"
"05/29/2021","40","Ozone","University Meadows","37-119-0046","AQS"
"05/30/2021","31","Ozone","Monroe School","37-179-0003","AQS"
"05/31/2021","45","Ozone","Garinger High School","37-119-0041","AQS"
"06/01/2021","84","Ozone","University Meadows","37-119-0046","AQS"
"06/02/2021","37","Ozone","Crouse","37-109-0004","AQS"
"06/03/2021","37","Ozone","Crouse","37-109-0004","AQS"
"06/04/2021","49","Ozone","University Meadows","37-119-0046","AQS"
"06/05/2021","51","Ozone","Rockwell","37-159-0021","AQS"
"06/06/2021","34","Ozone","University Meadows","37-119-0046","AQS"
"06/07/2021","27","Ozone","University Meadows","37-119-0046","AQS"
"06/08/2021","27","Ozone","Rockwell","37-159-0021","AQS"
"06/09/2021","41","Ozone","Rockwell","37-159-0021","AQS"
"06/10/2021","35","PM2.5","Friendship Park","37-119-0048","AQS"
"06/11/2021","35","Ozone","University Meadows","37-119-0046","AQS"
"06/12/2021","35","Ozone","Monroe School","37-179-0003","AQS"
"06/13/2021","34","Ozone","Crouse","37-109-0004","AQS"
"06/14/2021","50","Ozone","University Meadows","37-119-0046","AQS"
"06/15/2021","84","Ozone","Not Available","45-091-8801","AQS"
"06/16/2021","51","Ozone","Monroe School","37-179-0003","AQS"
"06/17/2021","93","Ozone","Not Available","45-091-8801","AQS"
"06/18/2021","87","Ozone","University Meadows","37-119-0046","AQS"
"06/19/2021","56","PM2.5","Remount","37-119-0045","AQS"
"06/20/2021","28","PM2.5","Remount","37-119-0045","AQS"
"06/21/2021","38","Ozone","Crouse","37-109-0004","AQS"
"06/22/2021","34","Ozone","Garinger High School","37-119-0041","AQS"
"06/23/2021","44","Ozone","Crouse","37-109-0004","AQS"
"06/24/2021","46","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"06/25/2021","50","Ozone","Crouse","37-109-0004","AQS"
"06/26/2021","38","Ozone","Crouse","37-109-0004","AQS"
"06/27/2021","34","PM2.5","Remount","37-119-0045","AQS"
"06/28/2021","29","Ozone","Crouse","37-109-0004","AQS"
"06/29/2021","28","PM2.5","Remount","37-119-0045","AQS"
"06/30/2021","40","Ozone","Rockwell","37-159-0021","AQS"
"07/01/2021","32","Ozone","Rockwell","37-159-0021","AQS"
"07/02/2021","40","Ozone","University Meadows","37-119-0046","AQS"
"07/03/2021","43","Ozone","Monroe School","37-179-0003","AQS"
"07/04/2021","99","PM2.5","Remount","37-119-0045","AQS"
"07/05/2021","128","PM2.5","Remount","37-119-0045","AQS"
"07/06/2021","53","PM2.5","Remount","37-119-0045","AQS"
"07/07/2021","55","PM2.5","Friendship Park","37-119-0048","AQS"
"07/08/2021","27","Ozone","Monroe School","37-179-0003","AQS"
"07/09/2021","41","Ozone","University Meadows","37-119-0046","AQS"
"07/10/2021","46","PM2.5","Remount","37-119-0045","AQS"
"07/11/2021","40","PM2.5","Friendship Park","37-119-0048","AQS"
"07/12/2021","29","Ozone","University Meadows","37-119-0046","AQS"
"07/13/2021","39","Ozone","Rockwell","37-159-0021","AQS"
"07/14/2021","41","Ozone","Rockwell","37-159-0021","AQS"
"07/15/2021","61","Ozone","Rockwell","37-159-0021","AQS"
"07/16/2021","52","PM2.5","Rockwell","37-159-0021","AQS"
"07/17/2021","37","Ozone","Crouse","37-109-0004","AQS"
"07/18/2021","31","Ozone","University Meadows","37-119-0046","AQS"
"07/19/2021","29","Ozone","Crouse","37-109-0004","AQS"
"07/20/2021","61","PM2.5","Rockwell","37-159-0021","AQS"
"07/21/2021","82","PM2.5","Friendship Park","37-119-0048","AQS"
"07/22/2021","90","Ozone","Garinger High School","37-119-0041","AQS"
"07/23/2021","77","Ozone","YORK (LANDFILL)","45-091-0008","AQS"
"07/24/2021","66","PM2.5","Remount","37-119-0045","AQS"
"07/25/2021","64","PM2.5","Friendship Park","37-119-0048","AQS"
"07/26/2021","52","PM2.5","Remount","37-119-0045","AQS"
"07/27/2021","71","Ozone","Garinger High School","37-119-0041","AQS"
"07/28/2021","84","Ozone","Garinger High School","37-119-0041","AQS"
"07/29/2021","90","Ozone","University Meadows","37-119-0046","AQS"
"07/30/2021","112","Ozone","University Meadows","37-119-0046","AQS"
"07/31/2021","77","Ozone","University Meadows","37-119-0046","AQS"
